8.3252,452600.0
8.3014,358500.0
7.2574,352100.0
5.6431,341300.0
3.8462,342200.0
4.0368,269700.0
3.6591,299200.0
3.12,241400.0
2.0804,226700.0
3.6912,261100.0
3.2031,281500.0
3.2705,241800.0
3.075,213500.0
2.6736,191300.0
1.9167,159200.0
2.125,140000.0
2.775,152500.0
2.1202,155500.0
1.9911,158700.0
2.6033,162900.0
1.3578,147500.0
1.7135,159800.0
1.725,113900.0
2.1806,99700.0
2.6,132600.0
2.4038,107500.0
2.4597,93800.0
1.808,105500.0
1.6424,108900.0
1.6875,132000.0
1.9274,122300.0
1.9615,115200.0
1.7969,110400.0
1.375,104900.0
2.7303,109700.0
1.4861,97200.0
1.0972,104500.0
1.4103,103900.0
3.48,191400.0
2.5898,176000.0
2.0978,155400.0
1.2852,150000.0
1.025,118800.0
3.9643,188800.0
3.0125,184400.0
2.6768,182300.0
2.026,142500.0
1.7348,137500.0
0.9506,187500.0
1.775,112500.0
0.9218,171900.0
1.5045,93800.0
1.1108,97500.0
1.2475,104200.0
1.6098,87500.0
1.4113,83100.0
1.5057,87500.0
0.8172,85300.0
1.2171,80300.0
2.5625,60000.0
3.3929,75700.0
6.1183,75000.0
0.9011,86100.0
1.191,76100.0
2.5938,73500.0
1.1667,78400.0
0.8056,84400.0
2.6094,81300.0
1.8516,85000.0
0.9802,129200.0
1.7719,82500.0
0.7286,95200.0
1.75,75000.0
0.4999,67500.0
2.483,137500.0
0.9241,177500.0
2.4464,102100.0
1.1111,108300.0
0.8026,112500.0
2.0114,131300.0
1.5,162500.0
1.1667,112500.0
1.5208,112500.0
0.8075,137500.0
1.8088,118800.0
2.4083,98200.0
0.977,118800.0
0.76,162500.0
0.9722,137500.0
1.2434,500001.0
2.0938,162500.0
0.8668,137500.0
0.75,162500.0
2.6354,187500.0
1.8477,179200.0
2.0096,130000.0
2.8345,183800.0
2.0062,125000.0
1.2185,170000.0
